Processing molecule: uracil
Running with beta = 40
Running with l = 210
Starting Davidson with n_aux = 840, l_buffer = 410, thresh = 0.0015, max_iter = 500
Iter 1: V_size = 42, Converged = 0, ‖r‖ (largest λ) = 1.4440469943908738
EV  59 converged λ = -30.4230295693, ‖r‖ = 7.41e-09, stable for 3 iters
EV  60 converged λ = -30.2027669186, ‖r‖ = 9.02e-09, stable for 3 iters
EV  61 converged λ = -29.0432282653, ‖r‖ = 1.21e-08, stable for 3 iters
EV  62 converged λ = -27.6601612800, ‖r‖ = 9.58e-09, stable for 3 iters
EV  63 converged λ = -27.4908289438, ‖r‖ = 1.72e-08, stable for 3 iters
EV  64 converged λ = -26.6252359051, ‖r‖ = 1.46e-08, stable for 3 iters
EV  65 converged λ = -26.0858292754, ‖r‖ = 2.04e-08, stable for 3 iters
EV  66 converged λ = -25.2416928339, ‖r‖ = 2.66e-08, stable for 3 iters
EV  67 converged λ = -24.6371805670, ‖r‖ = 3.30e-08, stable for 3 iters
EV  68 converged λ = -24.5076617277, ‖r‖ = 3.90e-08, stable for 3 iters
EV  69 converged λ = -23.9085790125, ‖r‖ = 3.60e-08, stable for 3 iters
EV  70 converged λ = -23.6412667876, ‖r‖ = 5.48e-08, stable for 3 iters
EV  71 converged λ = -21.9870084823, ‖r‖ = 4.04e-08, stable for 3 iters
EV  72 converged λ = -21.5636876532, ‖r‖ = 6.45e-08, stable for 3 iters
EV  73 converged λ = -20.7994875743, ‖r‖ = 5.11e-08, stable for 3 iters
EV  74 converged λ = -20.6365912329, ‖r‖ = 9.15e-08, stable for 3 iters
EV  75 converged λ = -20.0532710521, ‖r‖ = 1.08e-07, stable for 3 iters
EV  76 converged λ = -19.8937582110, ‖r‖ = 6.21e-08, stable for 3 iters
EV  77 converged λ = -19.6723989159, ‖r‖ = 1.15e-07, stable for 3 iters
EV  78 converged λ = -19.2521796633, ‖r‖ = 1.58e-07, stable for 3 iters
EV  79 converged λ = -19.0101769972, ‖r‖ = 1.40e-07, stable for 3 iters
EV  80 converged λ = -18.7300481686, ‖r‖ = 1.10e-07, stable for 3 iters
EV  81 converged λ = -18.0310744981, ‖r‖ = 9.82e-08, stable for 3 iters
EV  82 converged λ = -17.9423835921, ‖r‖ = 3.23e-07, stable for 3 iters
EV  83 converged λ = -17.8539567882, ‖r‖ = 2.49e-07, stable for 3 iters
EV  84 converged λ = -17.4617383495, ‖r‖ = 1.93e-07, stable for 3 iters
EV  85 converged λ = -17.4188962314, ‖r‖ = 1.85e-07, stable for 3 iters
EV  86 converged λ = -17.2213080595, ‖r‖ = 2.63e-07, stable for 3 iters
EV  87 converged λ = -17.1470533381, ‖r‖ = 2.69e-07, stable for 3 iters
EV  88 converged λ = -17.0262536178, ‖r‖ = 2.76e-07, stable for 3 iters
EV  89 converged λ = -16.5999622383, ‖r‖ = 2.57e-07, stable for 3 iters
EV  90 converged λ = -16.5216887113, ‖r‖ = 2.62e-07, stable for 3 iters
EV  91 converged λ = -16.3800243613, ‖r‖ = 2.84e-07, stable for 3 iters
EV  92 converged λ = -16.3721744385, ‖r‖ = 3.11e-07, stable for 3 iters
EV  93 converged λ = -16.2563172117, ‖r‖ = 3.36e-07, stable for 3 iters
EV  94 converged λ = -15.9914212201, ‖r‖ = 3.00e-07, stable for 3 iters
EV  95 converged λ = -15.6599658147, ‖r‖ = 4.54e-07, stable for 3 iters
EV  96 converged λ = -15.6250807223, ‖r‖ = 6.42e-07, stable for 3 iters
EV  97 converged λ = -15.3115639739, ‖r‖ = 4.48e-07, stable for 3 iters
EV  98 converged λ = -15.1595598884, ‖r‖ = 7.62e-07, stable for 3 iters
EV  99 converged λ = -15.1337242972, ‖r‖ = 7.12e-07, stable for 3 iters
EV 100 converged λ = -14.8887478001, ‖r‖ = 4.36e-07, stable for 3 iters
EV 101 converged λ = -14.8218120683, ‖r‖ = 8.43e-07, stable for 3 iters
EV 102 converged λ = -14.6702525743, ‖r‖ = 6.04e-07, stable for 3 iters
EV 103 converged λ = -14.3513776411, ‖r‖ = 7.21e-07, stable for 3 iters
EV 104 converged λ = -14.2314333928, ‖r‖ = 7.18e-07, stable for 3 iters
EV 105 converged λ = -14.1745736745, ‖r‖ = 1.02e-06, stable for 3 iters
EV 106 converged λ = -14.0489660138, ‖r‖ = 7.78e-07, stable for 3 iters
EV 107 converged λ = -14.0067083402, ‖r‖ = 7.79e-07, stable for 3 iters
EV 108 converged λ = -13.8796459676, ‖r‖ = 7.86e-07, stable for 3 iters
EV 109 converged λ = -13.5804653239, ‖r‖ = 7.60e-07, stable for 3 iters
EV 110 converged λ = -13.4365771747, ‖r‖ = 7.67e-07, stable for 3 iters
EV 111 converged λ = -13.3893726198, ‖r‖ = 1.31e-06, stable for 3 iters
EV 112 converged λ = -13.2849077641, ‖r‖ = 1.54e-06, stable for 3 iters
EV 113 converged λ = -13.1276334878, ‖r‖ = 1.09e-06, stable for 3 iters
EV 114 converged λ = -12.8763041161, ‖r‖ = 1.19e-06, stable for 3 iters
EV 115 converged λ = -12.7941516603, ‖r‖ = 9.52e-07, stable for 3 iters
EV 116 converged λ = -12.7217073749, ‖r‖ = 1.62e-06, stable for 3 iters
EV 117 converged λ = -12.7107183267, ‖r‖ = 1.11e-06, stable for 3 iters
EV 118 converged λ = -12.5548307763, ‖r‖ = 1.81e-06, stable for 3 iters
EV 119 converged λ = -12.5344965012, ‖r‖ = 1.22e-06, stable for 3 iters
EV 120 converged λ = -12.3420697345, ‖r‖ = 1.32e-06, stable for 3 iters
EV 121 converged λ = -12.2538328882, ‖r‖ = 1.66e-06, stable for 3 iters
EV 122 converged λ = -12.2311048397, ‖r‖ = 1.57e-06, stable for 3 iters
EV 123 converged λ = -12.1333992659, ‖r‖ = 1.97e-06, stable for 3 iters
EV 124 converged λ = -12.0170594892, ‖r‖ = 1.41e-06, stable for 3 iters
EV 125 converged λ = -12.0016265932, ‖r‖ = 1.01e-06, stable for 3 iters
EV 126 converged λ = -11.9191948612, ‖r‖ = 1.44e-06, stable for 3 iters
EV 127 converged λ = -11.7791283588, ‖r‖ = 2.30e-06, stable for 3 iters
EV 128 converged λ = -11.6956478765, ‖r‖ = 2.02e-06, stable for 3 iters
EV 129 converged λ = -11.5269456242, ‖r‖ = 1.73e-06, stable for 3 iters
EV 130 converged λ = -11.4725437573, ‖r‖ = 2.03e-06, stable for 3 iters
EV 131 converged λ = -11.1572387607, ‖r‖ = 2.59e-06, stable for 3 iters
EV 132 converged λ = -11.0788711303, ‖r‖ = 2.84e-06, stable for 3 iters
EV 133 converged λ = -11.0121050628, ‖r‖ = 3.30e-06, stable for 3 iters
EV 134 converged λ = -10.8004063765, ‖r‖ = 1.85e-06, stable for 3 iters
EV 135 converged λ = -10.3500310926, ‖r‖ = 4.34e-06, stable for 3 iters
EV 136 converged λ = -10.3043604124, ‖r‖ = 3.48e-06, stable for 3 iters
EV 137 converged λ = -10.2422518286, ‖r‖ = 4.25e-06, stable for 3 iters
EV 138 converged λ = -10.1144560177, ‖r‖ = 2.96e-06, stable for 3 iters
EV 139 converged λ = -10.0778110638, ‖r‖ = 4.79e-06, stable for 3 iters
EV 140 converged λ = -9.9317151510, ‖r‖ = 3.48e-06, stable for 3 iters
EV 141 converged λ = -9.8397545200, ‖r‖ = 5.85e-06, stable for 3 iters
EV 142 converged λ = -9.7252365748, ‖r‖ = 3.25e-06, stable for 3 iters
EV 143 converged λ = -9.5927955305, ‖r‖ = 5.64e-06, stable for 3 iters
EV 144 converged λ = -9.0762863727, ‖r‖ = 5.60e-06, stable for 3 iters
EV 145 converged λ = -8.8607006884, ‖r‖ = 9.06e-06, stable for 3 iters
EV 146 converged λ = -8.7089008627, ‖r‖ = 8.33e-06, stable for 3 iters
Iter 10: V_size = 528, Converged = 146, ‖r‖ (largest λ) = 0.052491269288390534
Iter 11: V_size = 792, Converged = 146, ‖r‖ (largest λ) = 0.04847592768597295
Iter 12: V_size = 528, Converged = 146, ‖r‖ (largest λ) = 0.0608336444953124
EV 147 converged λ = -9.1578962504, ‖r‖ = 3.96e-10, stable for 3 iters
EV 148 converged λ = -8.5365576502, ‖r‖ = 3.13e-10, stable for 3 iters
EV 149 converged λ = -8.4967215611, ‖r‖ = 5.33e-10, stable for 3 iters
EV 150 converged λ = -8.1051683350, ‖r‖ = 4.27e-10, stable for 3 iters
EV 151 converged λ = -7.9197446498, ‖r‖ = 5.19e-10, stable for 3 iters
EV 152 converged λ = -7.8709999591, ‖r‖ = 7.28e-10, stable for 3 iters
EV 153 converged λ = -7.7411987623, ‖r‖ = 7.08e-10, stable for 3 iters
EV 154 converged λ = -7.4124555183, ‖r‖ = 1.42e-09, stable for 3 iters
EV 155 converged λ = -7.3057880556, ‖r‖ = 1.42e-09, stable for 3 iters
EV 156 converged λ = -7.2720135410, ‖r‖ = 1.17e-09, stable for 3 iters
EV 157 converged λ = -6.9823562525, ‖r‖ = 1.54e-09, stable for 3 iters
EV 158 converged λ = -6.9323314886, ‖r‖ = 1.49e-09, stable for 3 iters
EV 159 converged λ = -6.8807280044, ‖r‖ = 2.37e-09, stable for 3 iters
EV 160 converged λ = -6.8516713554, ‖r‖ = 1.25e-09, stable for 3 iters
EV 161 converged λ = -6.8207841650, ‖r‖ = 3.91e-09, stable for 3 iters
EV 162 converged λ = -6.7649627682, ‖r‖ = 2.78e-09, stable for 3 iters
EV 163 converged λ = -6.7448837715, ‖r‖ = 3.46e-09, stable for 3 iters
EV 164 converged λ = -6.6646797803, ‖r‖ = 3.21e-09, stable for 3 iters
EV 165 converged λ = -6.6173628013, ‖r‖ = 3.35e-09, stable for 3 iters
EV 166 converged λ = -6.5865816369, ‖r‖ = 3.01e-09, stable for 3 iters
EV 167 converged λ = -6.5172319943, ‖r‖ = 4.21e-09, stable for 3 iters
EV 168 converged λ = -6.3500461078, ‖r‖ = 3.59e-09, stable for 3 iters
EV 169 converged λ = -6.2375606938, ‖r‖ = 6.74e-09, stable for 3 iters
EV 170 converged λ = -6.1902808742, ‖r‖ = 4.65e-09, stable for 3 iters
EV 171 converged λ = -6.1534227223, ‖r‖ = 4.37e-09, stable for 3 iters
EV 172 converged λ = -6.1172981148, ‖r‖ = 5.43e-09, stable for 3 iters
EV 173 converged λ = -5.9993497607, ‖r‖ = 6.49e-09, stable for 3 iters
EV 174 converged λ = -5.9174112067, ‖r‖ = 8.56e-09, stable for 3 iters
EV 175 converged λ = -5.8504831291, ‖r‖ = 9.11e-09, stable for 3 iters
EV 176 converged λ = -5.8369897355, ‖r‖ = 7.42e-09, stable for 3 iters
EV 177 converged λ = -5.8081999982, ‖r‖ = 8.91e-09, stable for 3 iters
EV 178 converged λ = -5.7765318878, ‖r‖ = 9.40e-09, stable for 3 iters
EV 179 converged λ = -5.7147459345, ‖r‖ = 5.70e-09, stable for 3 iters
EV 180 converged λ = -5.6859847050, ‖r‖ = 1.09e-08, stable for 3 iters
EV 181 converged λ = -5.6358266354, ‖r‖ = 1.18e-08, stable for 3 iters
EV 182 converged λ = -5.5698847358, ‖r‖ = 1.02e-08, stable for 3 iters
EV 183 converged λ = -5.5202250368, ‖r‖ = 1.53e-08, stable for 3 iters
EV 184 converged λ = -5.4820740135, ‖r‖ = 1.59e-08, stable for 3 iters
EV 185 converged λ = -5.3988678789, ‖r‖ = 1.54e-08, stable for 3 iters
EV 186 converged λ = -5.3695289096, ‖r‖ = 1.85e-08, stable for 3 iters
EV 187 converged λ = -5.3143704586, ‖r‖ = 2.41e-08, stable for 3 iters
EV 188 converged λ = -5.2773887550, ‖r‖ = 1.23e-08, stable for 3 iters
EV 189 converged λ = -5.2254280856, ‖r‖ = 2.03e-08, stable for 3 iters
EV 190 converged λ = -5.2052099925, ‖r‖ = 2.12e-08, stable for 3 iters
EV 191 converged λ = -5.1675991979, ‖r‖ = 2.35e-08, stable for 3 iters
EV 192 converged λ = -5.1431200483, ‖r‖ = 2.72e-08, stable for 3 iters
EV 193 converged λ = -5.1405198198, ‖r‖ = 1.87e-08, stable for 3 iters
EV 194 converged λ = -5.1361040139, ‖r‖ = 2.01e-08, stable for 3 iters
EV 195 converged λ = -5.1019609301, ‖r‖ = 2.27e-08, stable for 3 iters
EV 196 converged λ = -5.0746409453, ‖r‖ = 2.30e-08, stable for 3 iters
EV 197 converged λ = -5.0677599648, ‖r‖ = 2.49e-08, stable for 3 iters
EV 198 converged λ = -5.0609554774, ‖r‖ = 3.04e-08, stable for 3 iters
EV 199 converged λ = -4.9670223852, ‖r‖ = 2.53e-08, stable for 3 iters
EV 200 converged λ = -4.9545582608, ‖r‖ = 3.43e-08, stable for 3 iters
EV 201 converged λ = -4.8735053691, ‖r‖ = 2.59e-08, stable for 3 iters
EV 202 converged λ = -4.8429594866, ‖r‖ = 2.90e-08, stable for 3 iters
EV 203 converged λ = -4.8256982621, ‖r‖ = 3.72e-08, stable for 3 iters
EV 204 converged λ = -4.8118759770, ‖r‖ = 3.46e-08, stable for 3 iters
EV 205 converged λ = -4.7356106039, ‖r‖ = 2.75e-08, stable for 3 iters
EV 206 converged λ = -4.5850596737, ‖r‖ = 3.97e-08, stable for 3 iters
EV 207 converged λ = -4.5690972057, ‖r‖ = 5.05e-08, stable for 3 iters
EV 208 converged λ = -4.5356990779, ‖r‖ = 5.20e-08, stable for 3 iters
EV 209 converged λ = -4.4807630160, ‖r‖ = 6.34e-08, stable for 3 iters
EV 210 converged λ = -4.4586809336, ‖r‖ = 6.64e-08, stable for 3 iters
EV 211 converged λ = -4.3443037255, ‖r‖ = 9.84e-08, stable for 3 iters
EV 212 converged λ = -4.3058914338, ‖r‖ = 1.01e-07, stable for 3 iters
EV 213 converged λ = -4.2399430089, ‖r‖ = 1.19e-07, stable for 3 iters
EV 214 converged λ = -4.1824645687, ‖r‖ = 1.13e-07, stable for 3 iters
EV 215 converged λ = -4.1660076586, ‖r‖ = 7.58e-08, stable for 3 iters
EV 216 converged λ = -4.1606688251, ‖r‖ = 9.29e-08, stable for 3 iters
EV 217 converged λ = -4.1406726445, ‖r‖ = 1.13e-07, stable for 3 iters
EV 218 converged λ = -4.1038141000, ‖r‖ = 1.22e-07, stable for 3 iters
EV 219 converged λ = -4.0761568380, ‖r‖ = 1.29e-07, stable for 3 iters
EV 220 converged λ = -4.0674351425, ‖r‖ = 1.14e-07, stable for 3 iters
EV 221 converged λ = -4.0204191594, ‖r‖ = 1.62e-07, stable for 3 iters
EV 222 converged λ = -3.9911954726, ‖r‖ = 2.08e-07, stable for 3 iters
EV 223 converged λ = -3.9874820470, ‖r‖ = 1.40e-07, stable for 3 iters
EV 224 converged λ = -3.9796123241, ‖r‖ = 1.84e-07, stable for 3 iters
EV 225 converged λ = -3.9307517485, ‖r‖ = 1.92e-07, stable for 3 iters
EV 226 converged λ = -3.8903324358, ‖r‖ = 2.16e-07, stable for 3 iters
EV 227 converged λ = -3.8112000246, ‖r‖ = 1.69e-07, stable for 3 iters
EV 228 converged λ = -3.7873586482, ‖r‖ = 2.13e-07, stable for 3 iters
EV 229 converged λ = -3.7680944848, ‖r‖ = 2.29e-07, stable for 3 iters
EV 230 converged λ = -3.6944507327, ‖r‖ = 3.75e-07, stable for 3 iters
EV 231 converged λ = -3.6862891916, ‖r‖ = 3.53e-07, stable for 3 iters
EV 232 converged λ = -3.6813059821, ‖r‖ = 2.17e-07, stable for 3 iters
EV 233 converged λ = -3.6411097125, ‖r‖ = 3.64e-07, stable for 3 iters
EV 234 converged λ = -3.6260975972, ‖r‖ = 3.69e-07, stable for 3 iters
EV 235 converged λ = -3.5922488322, ‖r‖ = 3.56e-07, stable for 3 iters
EV 236 converged λ = -3.5660881954, ‖r‖ = 3.94e-07, stable for 3 iters
EV 237 converged λ = -3.5612984173, ‖r‖ = 4.58e-07, stable for 3 iters
EV 238 converged λ = -3.5327482772, ‖r‖ = 4.08e-07, stable for 3 iters
EV 239 converged λ = -3.4888739648, ‖r‖ = 5.13e-07, stable for 3 iters
EV 240 converged λ = -3.4616377344, ‖r‖ = 6.06e-07, stable for 3 iters
EV 241 converged λ = -3.4455961614, ‖r‖ = 4.41e-07, stable for 3 iters
EV 242 converged λ = -3.4312454997, ‖r‖ = 5.33e-07, stable for 3 iters
EV 243 converged λ = -3.4031915419, ‖r‖ = 6.21e-07, stable for 3 iters
EV 244 converged λ = -3.3798593668, ‖r‖ = 5.86e-07, stable for 3 iters
EV 245 converged λ = -3.3661659075, ‖r‖ = 7.80e-07, stable for 3 iters
EV 246 converged λ = -3.3243397859, ‖r‖ = 7.51e-07, stable for 3 iters
EV 247 converged λ = -3.2689458059, ‖r‖ = 7.44e-07, stable for 3 iters
EV 248 converged λ = -3.2571015915, ‖r‖ = 6.94e-07, stable for 3 iters
EV 249 converged λ = -3.2330765774, ‖r‖ = 1.31e-06, stable for 3 iters
EV 250 converged λ = -3.1708483466, ‖r‖ = 8.99e-07, stable for 3 iters
EV 251 converged λ = -3.1622932715, ‖r‖ = 1.04e-06, stable for 3 iters
EV 252 converged λ = -3.1268649497, ‖r‖ = 1.57e-06, stable for 3 iters
EV 253 converged λ = -3.1200973372, ‖r‖ = 1.80e-06, stable for 3 iters
EV 254 converged λ = -3.1120619837, ‖r‖ = 1.25e-06, stable for 3 iters
EV 255 converged λ = -3.0924461276, ‖r‖ = 1.16e-06, stable for 3 iters
EV 256 converged λ = -3.0529871706, ‖r‖ = 1.35e-06, stable for 3 iters
EV 257 converged λ = -3.0381350168, ‖r‖ = 1.76e-06, stable for 3 iters
EV 258 converged λ = -3.0193337896, ‖r‖ = 2.13e-06, stable for 3 iters
EV 259 converged λ = -2.9933953555, ‖r‖ = 2.24e-06, stable for 3 iters
EV 260 converged λ = -2.9786239292, ‖r‖ = 1.66e-06, stable for 3 iters
EV 261 converged λ = -2.9185289778, ‖r‖ = 1.47e-06, stable for 3 iters
EV 262 converged λ = -2.9037980078, ‖r‖ = 2.96e-06, stable for 3 iters
EV 263 converged λ = -2.8933331099, ‖r‖ = 3.38e-06, stable for 3 iters
EV 264 converged λ = -2.8553195530, ‖r‖ = 3.42e-06, stable for 3 iters
EV 265 converged λ = -2.8283771468, ‖r‖ = 2.42e-06, stable for 3 iters
EV 266 converged λ = -2.8142307552, ‖r‖ = 3.29e-06, stable for 3 iters
EV 267 converged λ = -2.8046652961, ‖r‖ = 4.04e-06, stable for 3 iters
EV 268 converged λ = -2.7977193854, ‖r‖ = 2.97e-06, stable for 3 iters
EV 269 converged λ = -2.7921815903, ‖r‖ = 2.71e-06, stable for 3 iters
EV 270 converged λ = -2.7789665363, ‖r‖ = 4.08e-06, stable for 3 iters
EV 271 converged λ = -2.7518564454, ‖r‖ = 4.95e-06, stable for 3 iters
EV 272 converged λ = -2.7399549256, ‖r‖ = 5.04e-06, stable for 3 iters
EV 273 converged λ = -2.6943600380, ‖r‖ = 6.95e-06, stable for 3 iters
EV 274 converged λ = -2.6846826863, ‖r‖ = 2.90e-06, stable for 3 iters
EV 275 converged λ = -2.6711597989, ‖r‖ = 4.64e-06, stable for 3 iters
EV 276 converged λ = -2.6490284209, ‖r‖ = 5.47e-06, stable for 3 iters
EV 277 converged λ = -2.6305657516, ‖r‖ = 5.78e-06, stable for 3 iters
EV 278 converged λ = -2.5943143792, ‖r‖ = 5.09e-06, stable for 3 iters
EV 279 converged λ = -2.5871575597, ‖r‖ = 7.03e-06, stable for 3 iters
EV 280 converged λ = -2.5537799033, ‖r‖ = 9.97e-06, stable for 3 iters
EV 281 converged λ = -2.4638981023, ‖r‖ = 6.22e-06, stable for 3 iters
EV 282 converged λ = -2.3865400588, ‖r‖ = 8.63e-06, stable for 3 iters
Iter 13: V_size = 656, Converged = 282, ‖r‖ (largest λ) = 0.013216746578462578
Iter 14: V_size = 784, Converged = 282, ‖r‖ (largest λ) = 0.0003008195999305526
Lowest 210 eigenvalues are isolated and converged. Stopping.
1100.147656 seconds (33.92 M allocations: 2.686 TiB, 0.62% gc time, 0.05% compilation time)
Number of FLOPs: 25485927241796

Reading exact Eigenvalues...
Reading eigenvalues from ../Eigenvalues_folder/eigenres_uracil_RNDbasis.jld2

Compute the difference between computed and exact eigenvalues:
  1: 27.3826391764 (computed) - 27.3826391764 (exact) = -1.0658e-14
  2: 26.9107399483 (computed) - 26.9107399483 (exact) =  7.1054e-15
  3: 26.6519306426 (computed) - 26.6519306426 (exact) =  7.1054e-15
  4: 25.9594312423 (computed) - 25.9594312423 (exact) = -1.0658e-14
  5: 24.5738981125 (computed) - 24.5738981125 (exact) = -3.5527e-15
  6: 24.1323032907 (computed) - 24.1323032907 (exact) = -3.5527e-15
  7: 18.7320695834 (computed) - 18.7320695834 (exact) = -2.1316e-14
  8: 17.7811012306 (computed) - 17.7811012306 (exact) =  1.7764e-14
  9: 17.5239896606 (computed) - 17.5239896606 (exact) = -3.5527e-15
 10: 17.0362455452 (computed) - 17.0362455452 (exact) = -7.1054e-15
 11: 17.0032620156 (computed) - 17.0032620156 (exact) =  7.1054e-15
 12: 16.2455096881 (computed) - 16.2455096881 (exact) =  3.5527e-15
 13: 13.1142145009 (computed) - 13.1142145009 (exact) =  5.3291e-15
 14: 13.0015786107 (computed) - 13.0015786107 (exact) = -3.5527e-15
 15: 12.6587225239 (computed) - 12.6587225239 (exact) =  1.7764e-15
 16: 12.5214917217 (computed) - 12.5214917217 (exact) =  0.0000e+00
 17: 12.1891001063 (computed) - 12.1891001063 (exact) =  3.5527e-15
 18: 12.1029077240 (computed) - 12.1029077240 (exact) = -7.1054e-15
 19: 11.9413612509 (computed) - 11.9413612509 (exact) = -7.1054e-15
 20: 11.8862958231 (computed) - 11.8862958231 (exact) =  3.5527e-15
 21: 11.8134315106 (computed) - 11.8134315106 (exact) =  0.0000e+00
 22: 11.8021536145 (computed) - 11.8021536145 (exact) =  1.7764e-15
 23: 10.6623276526 (computed) - 10.6623276526 (exact) =  0.0000e+00
